CompName,StartDateTime,EndDateTime,ElapsedTime,Model,TSID,TSName,OSDResults,FailureReason,SlowSite,USMTBackup,USMTRestore
PC0312,10/5/2018 11:08,10/5/2018 12:35,86.87,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0313,10/5/2018 11:30,10/5/2018 12:43,72.2,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0314,10/5/2018 11:16,10/5/2018 12:45,89.53,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0315,10/5/2018 11:46,10/5/2018 12:46,60.08,HP ProDesk 600 G1 TWR,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0316,10/5/2018 11:42,10/5/2018 12:52,70.25,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0317,10/5/2018 11:41,10/5/2018 12:57,75.78,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0318,10/5/2018 11:43,10/5/2018 13:04,81.08,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0319,10/5/2018 12:19,10/5/2018 13:08,48.62,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0320,10/5/2018 11:42,10/5/2018 13:08,85.58,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0321,10/5/2018 11:41,10/5/2018 13:15,93.42,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0322,10/5/2018 12:33,10/5/2018 13:30,56.48,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0323,10/5/2018 12:38,10/5/2018 13:30,51.8,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0324,10/5/2018 12:03,10/5/2018 13:38,94.45,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0325,10/5/2018 12:14,10/5/2018 13:45,90.83,HP EliteBook Revolve 810 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0326,10/5/2018 12:35,10/5/2018 13:57,81.72,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0327,10/5/2018 13:00,10/5/2018 14:00,59.97,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0328,10/5/2018 10:53,10/5/2018 14:03,190.3,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,CorePE Authentication. ,FALSE,,
PC0329,10/5/2018 11:05,10/5/2018 14:11,185.93,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0330,10/5/2018 12:13,10/5/2018 14:12,118.83,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0331,10/5/2018 11:47,10/5/2018 14:16,148.52,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0332,10/5/2018 12:01,10/5/2018 14:23,142.13,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0333,10/5/2018 12:01,10/5/2018 14:23,142.23,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0334,10/5/2018 13:19,10/5/2018 14:24,64.87,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0335,10/5/2018 10:50,10/5/2018 14:26,216.57,HP EliteBook Revolve 810 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0336,10/5/2018 13:37,10/5/2018 14:28,50.48,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0337,10/5/2018 13:23,10/5/2018 14:37,74.4,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0338,10/5/2018 13:24,10/5/2018 14:39,75.08,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0339,10/5/2018 13:20,10/5/2018 14:44,83.73,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0340,10/5/2018 14:12,10/5/2018 14:49,36.82,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0341,10/5/2018 13:41,10/5/2018 14:50,69.1,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0342,10/5/2018 14:13,10/5/2018 15:03,49.98,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0343,10/5/2018 14:07,10/5/2018 15:05,57.9,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0344,10/5/2018 14:07,10/5/2018 15:06,58.93,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0345,10/5/2018 13:47,10/5/2018 15:09,82.57,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0346,10/5/2018 13:56,10/5/2018 15:10,73.8,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0347,10/5/2018 14:08,10/5/2018 15:13,64.7,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0348,10/5/2018 13:44,10/5/2018 15:15,91.02,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0349,10/5/2018 13:42,10/5/2018 15:16,94.47,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0350,10/5/2018 14:11,10/5/2018 15:20,69.22,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0351,10/5/2018 14:32,10/5/2018 15:28,56,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0352,10/5/2018 13:38,10/5/2018 15:42,124.27,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0353,10/5/2018 14:45,10/5/2018 16:02,77.32,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0354,10/5/2018 15:03,10/5/2018 16:04,60.72,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0355,10/5/2018 15:04,10/5/2018 16:05,60.6,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0356,10/5/2018 15:22,10/5/2018 16:15,52.78,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0357,10/5/2018 15:07,10/5/2018 16:16,69.23,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0358,10/5/2018 15:25,10/5/2018 16:17,51.12,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0359,10/5/2018 15:07,10/5/2018 16:17,70.32,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0360,10/5/2018 15:33,10/5/2018 16:24,51.4,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0361,10/5/2018 15:46,10/5/2018 16:34,48.13,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0362,10/5/2018 15:04,10/5/2018 16:45,100.97,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0363,10/5/2018 15:25,10/5/2018 16:47,82.47,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0364,10/5/2018 16:35,10/5/2018 16:52,16.95,HP EliteBook x360 1020 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Execute USMT PreScan Script (Full System). ,FALSE,TRUE,FALSE
PC0365,10/5/2018 15:25,10/5/2018 16:56,91,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0366,10/5/2018 15:25,10/5/2018 17:02,97.05,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0367,10/5/2018 15:33,10/5/2018 17:02,88.98,HP EliteBook 8470p,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0368,10/5/2018 15:33,10/5/2018 17:02,89.22,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0369,10/5/2018 15:57,10/5/2018 17:07,70.57,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0370,10/5/2018 15:18,10/5/2018 18:06,167.8,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0371,10/5/2018 17:49,10/5/2018 18:35,45.68,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0372,10/5/2018 17:53,10/5/2018 18:35,41.77,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0373,10/5/2018 17:56,10/5/2018 19:18,81.77,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0374,10/5/2018 22:02,10/5/2018 23:16,74.07,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0375,10/5/2018 22:08,10/5/2018 23:24,76.18,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0376,10/5/2018 23:36,10/6/2018 0:54,77.12,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0377,10/5/2018 23:35,10/6/2018 1:04,88.98,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0378,10/5/2018 23:36,10/6/2018 1:05,88.65,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0379,10/5/2018 23:38,10/6/2018 1:13,95.8,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0380,10/6/2018 3:43,10/6/2018 4:34,51.05,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0381,10/6/2018 7:53,10/6/2018 8:45,51.73,HP ProDesk 400 G4 SFF ,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0382,10/6/2018 10:10,10/6/2018 11:51,100.28,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0383,10/6/2018 11:00,10/6/2018 12:14,73.42,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0384,10/6/2018 12:49,10/6/2018 13:44,54.33,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0385,10/6/2018 15:37,10/6/2018 16:27,50.38,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0386,10/8/2018 8:16,10/8/2018 16:31,494.18,HP EliteBook Revolve 810 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,CopySWDistCSV. ,FALSE,,
PC0387,10/8/2018 7:25,10/8/2018 8:37,71.82,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
